BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
Jan-17,1.78,0.30,0.28,0.00,0.02,0.16,0.11,1.09,0.06,0.00,-0.01,1.04,0.00,0.20,0.04,1.07,0.63,0.45,0.00,0.00,0.21,-0.10,0.00,0.11,1.32,0.52,0.47,0.12,0.09,0.22,1.03,1.03,0.27,0.13,0.43,0.09,0.38,0.99,0.24,0.02,0.15,0.01,0.16,0.07,0.23,1.25,0.53,0.01,0.03,0.18,0.01,0.39,0.05,0.40,0.38,0.12,0.86,0.04,0.12,0.19,0.35,0.15,0.28,0.97,0.00,0.47,0.49,0.47,0.02,0.24,0.29,2.00,-0.02,0.47,0.20,0.04,0.13,0.01,0.77,0.21,0.37,0.33
Feb-17,0.00,0.00,0.12,0.02,0.86,0.00,0.01,0.12,0.13,0.00,0.10,0.00,0.81,0.26,0.02,0.00,0.74,1.00,0.32,0.14,0.00,0.01,0.27,0.12,0.49,0.36,1.32,0.28,0.57,0.28,0.00,0.50,0.36,0.84,0.14,0.46,0.00,0.20,0.12,0.00,0.65,0.18,0.11,0.03,0.02,0.70,1.34,0.04,0.38,1.39,0.22,0.27,0.12,1.16,0.01,0.44,0.04,0.22,0.00,0.21,-0.02,0.91,-0.06,0.10,0.01,0.00,0.14,0.38,0.11,0.49,0.09,1.31,0.00,0.54,1.09,0.73,0.15,0.00,-0.19,0.17,1.53,0.37
Mar-17,0.00,0.49,0.11,0.00,0.45,0.47,-0.01,0.14,0.06,0.00,0.10,0.05,0.07,0.00,0.11,0.00,0.03,0.00,-0.25,0.00,0.47,0.00,0.00,0.47,0.02,0.19,-0.01,-0.04,0.12,0.08,0.00,0.19,0.09,0.11,-0.01,0.42,0.27,0.15,0.00,0.00,0.01,-0.02,-0.02,0.00,0.86,0.15,1.00,1.26,0.49,-0.08,0.05,0.03,0.27,0.02,0.19,0.01,0.01,0.51,0.00,0.12,0.24,0.03,0.41,0.15,0.05,0.56,0.06,0.56,0.15,0.05,0.03,0.00,0.55,-0.24,0.02,0.00,0.01,0.10,0.00,-0.12,1.73,0.28
Apr-17,0.00,2.32,0.00,1.30,-0.11,0.02,0.18,0.02,0.00,0.00,0.09,0.01,0.07,0.04,0.02,0.00,0.17,0.00,0.16,0.81,0.00,0.00,0.14,0.16,-0.06,0.46,0.69,-0.13,0.38,0.21,0.08,0.06,0.51,0.04,-0.03,0.50,0.14,0.26,0.27,0.05,0.00,0.05,0.51,0.00,0.84,0.24,0.28,1.34,0.49,0.00,-0.02,0.03,0.04,-0.04,0.06,0.03,0.22,0.11,0.00,0.22,-0.04,0.32,0.70,0.14,0.01,1.06,0.00,0.57,0.15,0.28,0.26,-0.29,0.26,-0.05,-0.04,0.00,0.00,0.15,0.03,0.13,0.00,0.22
May-17,0.00,0.00,0.00,0.00,-0.01,1.01,0.02,0.03,-0.02,0.00,-0.05,-0.02,0.00,0.11,0.17,0.00,0.03,-0.02,0.24,0.00,0.02,0.68,0.75,0.66,0.21,0.40,0.05,0.27,-0.02,0.84,0.75,0.12,0.00,0.32,0.03,0.06,0.10,0.20,0.16,0.07,0.00,0.24,0.36,0.14,0.21,0.66,0.25,0.07,0.07,0.00,1.12,-0.02,0.68,0.44,-0.01,0.36,0.00,0.00,0.00,0.34,-0.01,0.64,0.02,0.01,1.60,0.00,0.00,0.27,0.04,0.45,0.04,-0.16,0.02,0.00,0.11,-0.01,0.03,-0.02,0.10,0.00,0.09,0.38
Jun-17,0.61,0.13,0.62,0.10,0.01,1.13,0.13,0.10,0.20,0.00,0.01,-0.03,0.00,0.25,0.62,0.00,0.03,-0.02,-0.05,1.02,0.11,0.00,0.40,0.52,0.01,0.34,0.19,0.13,1.27,0.06,0.00,0.47,0.91,0.83,-0.01,0.02,0.02,0.15,0.20,0.22,0.56,0.10,0.02,-0.02,0.58,1.10,-0.05,-0.01,0.13,0.00,0.54,1.91,0.14,-0.03,1.00,0.05,0.32,0.01,0.03,1.13,0.16,0.03,0.03,0.08,0.00,0.32,0.00,0.83,-0.02,0.20,-0.04,1.25,0.89,0.39,-0.10,1.94,0.06,0.04,0.00,0.32,-0.01,0.43
Jul-17,0.29,0.11,3.26,0.00,-0.03,0.12,0.14,1.09,0.10,0.00,1.41,0.26,5.84,0.65,0.11,0.00,0.68,0.64,0.80,0.31,0.65,0.00,0.08,0.64,0.80,0.45,0.94,0.71,0.16,0.23,0.00,0.09,0.54,0.00,-0.07,0.09,0.98,0.11,0.10,0.03,1.47,0.00,0.80,0.02,1.03,0.27,0.58,1.04,1.18,0.00,-0.05,1.57,0.68,-0.01,1.10,0.24,1.09,0.01,0.48,0.81,-0.10,2.06,0.79,-0.10,0.06,0.59,2.83,0.45,0.06,0.07,0.04,-0.01,0.05,0.36,0.04,-0.01,5.29,0.10,0.00,0.39,0.54,0.51
Aug-17,0.00,0.00,0.13,-0.05,0.11,0.08,0.09,0.01,0.19,0.00,0.13,0.24,0.37,0.04,0.24,0.17,0.07,-0.08,-0.18,0.10,0.01,0.00,-0.01,0.28,0.56,0.08,0.76,0.05,-0.02,0.09,0.03,0.06,0.65,-0.03,0.14,0.24,0.07,0.25,0.00,0.00,0.00,-0.01,-0.01,0.25,0.33,0.03,0.13,0.56,0.32,0.26,0.22,0.02,0.00,0.00,0.05,-0.08,0.02,-0.01,0.00,0.20,0.09,0.10,0.47,0.26,0.31,0.92,0.19,0.14,0.02,0.46,0.29,0.00,0.15,0.04,0.72,-0.01,0.41,0.09,0.00,0.00,0.11,0.19
Sep-17,0.09,-0.02,-0.02,0.10,0.26,0.72,0.00,0.02,0.01,0.00,0.03,0.02,0.00,0.22,0.37,0.47,0.01,0.18,-0.19,1.08,0.00,0.39,0.26,0.42,0.00,0.55,0.48,-0.10,1.49,0.03,0.00,0.18,0.00,0.01,0.06,1.04,-0.01,0.35,0.00,0.00,0.00,0.06,0.01,0.00,0.13,0.52,0.12,2.35,-0.03,0.00,-0.05,0.17,0.10,0.00,-0.02,1.20,0.07,0.00,0.00,0.05,0.39,-0.04,0.09,0.41,0.06,0.01,0.00,0.19,-0.08,0.19,-0.04,-0.01,0.06,0.00,-0.03,0.72,0.01,0.00,0.00,0.00,0.00,0.35
Oct-17,0.25,3.28,0.00,0.00,0.10,0.21,0.00,0.08,0.19,0.00,0.14,0.00,0.20,0.12,0.10,0.57,-0.01,-0.14,-0.06,2.89,0.01,0.11,0.00,1.11,2.22,0.10,0.03,0.58,0.02,0.04,0.03,0.00,0.00,0.13,0.50,0.00,0.00,0.32,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.17,0.06,-0.06,0.38,0.08,0.06,0.00,0.02,0.00,0.16,0.03,0.36,-0.13,0.07,0.27,0.00,0.17,0.01,0.46,0.06,0.11,0.35,0.00,0.02,0.00,0.01,2.34,0.02,0.01,0.02,0.46,0.00,0.00,0.37,0.05,0.00,0.38
Nov-17,0.00,0.00,0.00,0.00,0.00,0.07,-0.12,0.01,0.03,1.62,-0.01,0.00,0.00,0.04,0.77,1.28,0.21,-0.17,-0.06,0.00,0.21,0.08,0.00,0.24,0.43,0.00,0.78,-0.13,-0.03,0.08,0.00,0.25,0.03,0.00,0.23,-0.02,0.00,-0.02,0.00,0.11,0.03,0.01,0.00,0.00,0.02,0.07,0.10,0.01,0.45,0.26,-0.02,0.08,0.40,0.00,0.08,0.27,0.25,-0.04,0.20,0.17,-0.02,0.08,0.03,0.83,0.17,0.08,0.11,0.00,-0.02,0.50,0.03,2.06,0.00,0.06,0.03,0.01,0.82,0.17,-0.05,0.00,0.00,0.17
Dec-17,0.00,0.10,0.00,0.46,-0.10,-0.07,0.00,-0.04,0.28,0.00,0.02,0.05,0.00,0.02,0.01,0.00,0.00,0.83,-0.16,1.07,0.00,0.26,0.19,0.22,-0.09,0.21,0.64,0.11,0.62,0.17,0.00,0.00,-0.10,0.00,0.28,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.07,-0.02,0.05,0.03,0.43,-0.21,0.04,0.13,2.76,0.16,0.24,0.16,0.60,0.01,0.72,0.00,0.00,0.08,0.34,0.27,-0.01,0.39,0.24,0.11,0.00,0.21,0.16,0.18,0.03,-0.17,0.27,0.17,0.24,0.00,0.01,0.00,-0.04,0.03,2.49,0.25
Jan-18,0.00,0.00,0.00,2.45,-0.04,0.44,0.20,1.78,0.14,1.28,0.10,0.37,0.00,0.17,0.38,0.00,0.40,1.25,-0.12,0.00,0.01,0.00,0.39,0.39,0.78,0.25,0.67,0.99,1.04,1.41,0.01,0.26,0.63,0.02,0.00,0.55,0.54,0.12,0.03,0.00,0.00,0.05,0.37,0.02,-0.01,0.51,0.05,0.08,0.33,0.00,0.09,0.00,0.60,0.52,1.49,0.54,0.40,0.00,0.05,0.04,0.39,0.09,0.56,0.09,0.08,0.13,0.29,0.09,-0.01,0.86,0.09,0.00,0.00,0.07,-0.12,1.10,4.75,0.74,2.12,0.15,0.00,0.45
Feb-18,0.00,1.22,-0.49,0.77,-0.02,0.76,0.00,0.19,-0.03,0.09,0.31,0.00,0.87,0.19,-0.01,0.00,0.01,0.02,0.09,0.33,0.00,1.83,0.15,0.59,0.84,0.00,0.10,0.79,0.75,0.00,1.59,0.15,-0.05,0.08,0.10,0.19,0.02,0.11,0.02,0.50,1.04,0.00,0.01,0.00,0.13,0.00,0.68,0.02,-0.02,0.00,0.50,0.01,0.06,0.00,0.02,0.00,0.06,-0.02,0.00,0.22,0.08,0.01,0.00,0.00,0.10,0.13,0.50,0.10,0.06,0.15,0.43,0.04,-0.15,0.01,0.05,0.23,-0.09,0.01,3.26,-0.03,0.29,0.38
Mar-18,0.00,0.58,0.00,0.00,-0.26,0.01,0.95,1.38,0.07,0.00,0.53,0.00,0.52,0.07,0.20,0.00,0.05,0.02,0.02,0.00,0.00,0.00,0.04,0.15,-0.01,0.08,0.64,0.16,0.22,0.14,0.03,0.71,0.10,0.24,0.33,0.09,0.07,0.03,0.12,0.00,1.37,0.00,0.02,0.01,0.08,0.02,0.10,0.01,0.65,-0.04,0.03,0.00,0.49,0.01,0.10,0.98,0.22,0.02,1.10,0.73,0.02,0.00,-0.01,-0.04,0.24,0.00,0.00,0.00,-0.07,-0.03,0.17,0.00,0.01,0.15,-0.03,-0.06,0.03,0.00,1.64,0.92,0.29,0.18
Apr-18,0.00,0.29,0.00,0.02,0.19,0.00,0.48,0.01,0.10,0.00,0.25,0.15,0.00,0.00,0.51,0.00,0.01,0.01,0.08,0.17,0.02,-0.01,0.00,0.27,-0.01,0.00,0.05,-0.16,0.08,0.41,0.00,1.05,0.06,0.11,0.30,0.36,0.05,0.13,0.06,0.00,0.00,0.00,0.14,-0.06,0.12,0.09,0.47,-0.02,0.09,-0.12,-0.03,0.02,0.00,0.00,0.01,0.02,0.00,-0.04,0.03,0.03,0.32,0.01,0.06,0.00,0.16,0.00,0.02,0.01,-0.02,0.00,0.03,0.49,0.02,0.00,0.26,0.13,0.00,-0.04,1.43,1.20,0.05,0.17
May-18,0.00,0.41,0.07,0.05,0.00,0.01,0.02,0.49,0.13,0.00,0.08,0.02,0.99,0.09,0.04,0.13,0.15,-0.01,0.02,0.00,0.00,0.16,0.43,0.85,0.01,-0.01,-0.02,-0.17,0.01,-0.07,0.82,0.06,0.02,2.03,0.02,0.05,0.54,0.19,-0.04,0.32,0.00,0.00,-0.15,-0.02,0.02,0.20,-0.14,0.03,0.43,0.13,0.09,0.07,0.01,0.00,0.81,-0.01,0.01,-0.09,0.01,-0.14,-0.05,0.06,0.89,-0.02,0.02,-0.01,0.00,0.07,0.02,0.00,0.18,3.35,0.00,0.00,0.01,0.00,-0.15,0.14,0.66,0.00,0.03,0.26
Jun-18,0.00,0.16,0.11,0.75,0.01,0.68,0.31,0.98,0.09,0.33,0.20,-0.02,0.00,0.55,0.09,0.14,0.01,0.01,-0.02,0.20,0.01,0.01,0.47,0.33,-0.27,0.34,0.60,0.09,0.69,0.52,0.29,0.55,0.88,0.01,0.09,0.52,0.96,0.07,0.19,0.03,1.28,0.00,0.51,-0.01,0.78,0.14,0.16,0.66,0.07,0.00,0.05,0.81,0.15,0.00,-0.01,0.02,-0.02,0.66,0.23,1.13,0.87,0.08,0.15,0.08,0.22,0.30,0.00,2.15,-0.08,0.17,-0.05,-0.46,1.24,0.03,0.11,0.01,0.40,0.12,1.41,0.21,0.09,0.39
Jul-18,0.00,0.00,0.00,0.00,-0.14,0.21,0.62,0.14,0.15,0.00,0.74,2.03,0.45,0.36,0.09,0.11,0.78,0.05,0.01,0.90,0.11,0.02,0.24,0.65,0.15,0.47,0.82,0.36,0.76,0.00,0.74,0.95,0.71,0.83,1.39,0.45,1.29,0.49,0.30,0.01,0.31,0.01,1.16,-0.05,0.76,0.13,0.26,0.06,0.22,0.00,0.04,0.05,0.32,0.00,0.01,1.21,0.20,0.43,0.17,0.70,0.00,0.06,0.15,0.18,0.70,0.35,0.18,0.61,0.52,0.33,0.12,0.43,1.23,-0.84,0.63,0.00,0.43,-0.01,0.93,0.19,0.03,0.43
Aug-18,0.00,0.03,0.00,0.00,1.83,0.40,0.04,0.67,0.25,0.00,0.18,0.00,0.83,1.66,0.01,0.41,0.16,-0.03,-0.03,0.00,0.32,0.02,0.28,0.31,0.09,0.19,0.00,-0.09,0.67,2.02,0.18,0.00,0.02,0.07,-0.09,0.33,0.00,0.20,0.07,1.02,0.00,0.05,0.13,0.06,0.08,0.56,0.25,0.01,0.05,0.00,0.58,0.02,1.82,0.00,-0.12,0.00,0.65,0.00,0.00,0.22,0.00,0.09,0.01,0.00,1.26,0.34,0.23,0.04,1.10,-0.06,0.09,0.00,0.12,0.02,0.06,0.03,0.14,0.00,0.15,1.45,0.03,0.35
Sep-18,0.00,-0.03,0.00,1.79,0.20,1.29,0.00,0.04,0.07,0.00,0.28,0.00,0.27,0.11,0.07,0.10,0.04,1.92,0.37,0.92,0.00,0.04,0.39,0.25,-0.05,0.28,-0.01,-0.01,0.29,1.23,0.00,0.07,0.00,0.00,0.07,0.14,0.39,0.28,0.00,1.88,0.20,0.52,0.01,-0.03,0.00,0.09,0.07,0.00,0.77,0.00,0.12,0.04,0.03,0.08,0.05,0.00,0.30,0.02,0.40,0.25,0.08,0.35,0.01,0.00,0.00,-0.02,0.22,0.06,0.02,0.00,0.04,0.00,0.03,0.26,3.02,0.00,0.53,0.00,0.06,1.42,0.00,0.28
Oct-18,0.00,0.00,0.00,0.01,0.00,0.85,0.02,0.00,0.13,0.00,0.00,0.04,0.16,0.33,0.01,0.07,0.03,0.00,0.10,0.00,0.00,0.00,0.04,0.30,0.18,0.00,0.03,0.48,0.02,0.60,0.00,-0.01,0.05,0.12,-0.08,0.04,0.22,0.28,0.06,0.00,0.00,0.00,0.38,-0.12,0.02,0.03,-0.09,0.19,0.08,0.00,0.13,0.25,0.01,0.71,-0.06,0.44,0.12,-0.01,0.00,0.05,0.89,-0.03,1.02,-1.03,5.42,0.14,0.00,0.14,-0.01,0.09,1.73,0.17,0.00,0.02,2.61,0.35,0.52,0.07,0.14,0.30,0.60,0.23
Nov-18,0.00,0.00,0.00,0.01,-0.07,0.06,0.00,0.01,0.08,0.00,0.01,0.25,0.00,0.00,0.06,0.00,-0.02,1.68,0.23,0.00,0.00,-0.01,0.38,0.15,0.64,0.84,0.32,0.01,0.00,0.05,0.00,0.04,0.02,0.11,0.12,0.33,0.03,0.24,-0.02,0.00,0.00,0.38,0.16,0.00,0.12,0.07,0.21,0.00,0.11,0.08,0.17,0.00,0.45,-0.06,-0.03,0.01,0.02,0.04,0.47,0.09,0.04,-0.01,0.01,0.00,0.28,0.00,0.00,0.01,0.00,0.72,0.08,0.00,0.02,0.01,0.03,0.03,0.69,0.35,0.80,0.01,0.31,0.16
Dec-18,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.13,0.51,0.00,0.03,0.01,0.00,0.00,0.11,0.02,0.04,0.08,0.08,0.31,0.40,0.00,0.01,0.02,0.18,0.12,-0.01,-0.28,0.56,0.08,0.07,0.13,0.00,0.02,0.59,0.08,0.01,0.29,0.16,0.00,0.00,0.00,0.01,0.05,0.03,-0.03,-0.01,1.12,1.52,0.19,0.04,0.51,-0.01,0.01,0.00,0.06,0.07,0.00,0.01,0.20,0.46,-0.02,0.14,0.07,0.14,0.38,0.00,0.00,1.35,0.00,0.00,0.00,0.06,0.00,0.27,0.01,0.05,0.49,0.44,0.05,0.58,0.12
Jan-19,0.00,0.06,0.00,0.49,0.00,0.00,0.38,0.11,0.07,0.00,0.26,0.00,0.08,0.96,-0.04,0.18,0.32,0.32,0.10,0.00,1.64,0.36,0.33,0.08,0.07,0.02,0.01,-0.02,0.75,0.17,0.00,0.50,0.01,0.11,-0.16,0.02,0.12,0.37,0.04,0.00,0.01,0.00,0.02,0.00,0.15,0.20,0.18,-0.01,0.49,0.00,1.20,0.19,0.87,-0.05,0.01,0.81,0.01,1.39,0.00,0.04,0.17,0.04,0.93,0.07,0.66,0.25,-0.02,0.09,0.27,0.00,0.11,0.06,0.00,-0.01,0.04,-0.03,0.22,1.23,0.15,1.23,0.09,0.18
Feb-19,0.00,1.40,0.30,-0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.08,0.45,0.06,0.17,1.13,0.55,0.05,2.04,0.12,0.30,0.00,0.00,0.01,0.49,0.00,0.29,0.19,0.22,0.11,0.08,0.00,0.41,0.69,0.12,0.23,0.28,0.02,0.36,0.11,0.06,0.03,0.08,0.22,0.20,0.04,0.27,0.60,0.36,0.23,1.09,0.44,0.12,0.75,0.03,-0.10,0.35,-0.01,0.06,0.00,0.08,0.13,0.19,-0.01,0.03,0.38,2.30,0.00,0.64,0.13,0.00,0.21,0.00,3.19,0.11,0.60,-0.01,0.16,0.15,0.86,0.39,0.46,0.34
Mar-19,0.00,0.00,0.11,0.00,0.00,0.01,0.00,0.07,-0.01,0.00,0.53,0.00,0.00,0.00,0.26,0.15,0.08,0.00,0.07,0.00,0.00,0.02,0.00,0.13,-0.03,0.55,0.16,0.24,0.00,0.37,0.00,0.03,0.18,0.52,0.23,0.15,0.27,0.34,0.12,0.00,0.03,0.00,0.02,0.20,0.37,0.13,0.20,0.08,0.32,-0.05,0.53,0.22,0.68,0.12,0.05,0.05,0.28,0.00,0.00,0.52,0.08,0.95,0.25,0.15,0.00,0.51,0.16,0.47,0.09,0.31,0.09,0.00,0.04,0.00,0.04,0.07,0.00,0.52,0.77,0.00,0.00,0.17
Apr-19,0.00,0.08,0.86,0.00,0.00,0.04,-0.02,0.00,0.06,0.00,0.10,-0.07,0.00,0.00,0.00,0.37,-0.01,0.03,0.07,0.00,0.00,0.00,0.01,0.18,-0.07,0.04,0.03,0.02,0.01,0.01,-0.02,0.01,-0.01,0.36,0.35,0.26,0.55,0.12,0.22,0.00,0.01,-0.06,0.01,0.06,0.33,0.23,0.03,0.01,0.27,0.88,0.17,0.02,0.25,0.06,0.00,0.01,0.16,0.01,0.00,0.15,0.13,0.19,0.00,0.26,0.01,0.13,0.10,0.04,0.13,0.00,0.01,0.32,0.16,0.18,2.79,0.00,0.04,1.90,0.50,0.12,0.07,0.12
May-19,0.00,0.03,0.85,0.00,0.09,0.33,-0.36,0.00,0.08,0.00,0.02,0.01,0.00,0.01,-0.18,0.25,-0.03,0.01,0.01,0.06,1.08,0.00,0.00,0.94,2.57,1.34,0.03,-0.15,0.92,3.32,0.02,0.03,0.22,0.01,0.49,0.10,0.15,0.08,0.38,0.05,0.00,0.49,0.10,0.18,1.56,0.25,0.24,0.30,0.12,-0.41,0.39,0.44,0.02,0.61,-0.39,-0.02,0.08,0.03,0.18,1.83,0.17,0.11,0.25,0.00,0.76,0.08,1.17,0.77,0.09,0.76,-0.15,0.05,0.00,0.27,1.85,0.00,1.84,0.64,0.32,0.22,0.25,0.59
Jun-19,0.00,0.00,0.28,0.01,1.69,0.10,-0.52,0.10,0.10,0.00,0.03,0.08,0.00,0.00,0.07,0.38,0.04,-0.05,0.13,0.00,0.00,0.00,0.00,1.27,2.51,1.23,-0.01,0.41,0.44,2.00,0.04,0.22,0.00,1.60,0.55,1.01,0.34,0.04,0.15,0.00,0.00,0.21,-0.01,0.00,1.03,0.48,0.31,0.22,0.12,0.28,0.42,0.06,0.12,0.50,0.25,0.03,0.02,0.08,0.12,0.37,0.04,0.08,-0.11,0.11,0.56,0.05,0.10,0.92,0.26,-0.02,1.07,0.10,0.00,0.00,1.99,0.15,0.00,-0.26,0.34,0.08,0.36,0.64
Jul-19,0.00,0.00,0.06,0.00,0.00,0.09,0.00,1.10,0.04,0.00,0.01,0.57,0.00,0.15,0.25,0.02,0.23,0.64,-0.11,0.29,0.01,0.00,0.32,0.27,-0.08,0.08,0.27,0.21,1.41,0.85,0.00,0.03,0.02,0.12,0.33,0.07,1.00,0.15,0.00,0.31,0.01,0.34,0.08,0.62,0.01,0.11,0.51,-0.03,0.18,0.57,0.13,0.03,-0.06,-0.03,0.01,0.00,-0.09,0.99,0.00,0.03,0.01,0.12,0.09,3.67,0.00,0.44,0.00,0.37,0.54,0.17,0.14,-0.15,0.01,0.06,1.13,0.05,0.00,0.23,1.12,0.07,0.00,0.32
Aug-19,0.00,0.00,0.00,0.00,0.26,-0.01,0.29,0.01,0.00,0.00,-0.01,0.00,0.00,-0.01,0.70,0.00,0.08,0.35,0.05,0.00,0.00,0.00,0.04,0.27,-0.01,0.14,1.66,0.20,0.31,0.22,0.00,0.57,0.75,0.42,0.65,0.01,0.24,0.35,0.01,0.00,0.00,0.01,0.04,0.01,0.10,0.16,0.18,1.12,0.05,0.00,0.10,0.05,0.01,0.00,-0.03,0.73,0.46,0.03,0.02,0.05,0.06,0.09,-0.08,3.34,0.15,0.09,0.00,0.08,0.13,-0.05,0.09,3.56,0.07,0.07,1.28,0.03,0.15,3.65,0.74,-0.06,0.08,0.30
Sep-19,0.83,-0.02,0.00,0.00,0.00,-0.01,0.08,0.01,0.03,0.00,0.01,0.00,0.00,0.04,0.44,0.03,2.12,0.05,-0.01,1.08,0.73,0.01,0.00,0.55,0.10,0.59,0.28,0.05,0.38,0.93,0.00,0.92,0.73,0.07,0.35,0.02,0.01,0.09,0.26,0.00,0.04,0.28,1.17,0.00,0.20,0.34,0.01,0.27,0.04,-0.12,0.00,0.14,0.07,0.00,0.00,0.05,0.04,0.01,0.00,0.67,0.05,0.01,0.19,0.05,0.05,0.23,0.00,0.05,0.83,0.16,0.02,-0.07,0.00,0.37,0.56,0.00,0.06,0.52,-0.02,0.00,0.13,0.32
Oct-19,0.00,2.28,0.29,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.35,0.00,0.01,0.01,3.29,0.00,0.00,0.02,0.00,0.22,1.35,0.89,0.05,0.17,0.00,-0.03,0.10,0.00,0.49,0.41,0.07,0.06,0.09,0.00,0.28,0.12,0.50,0.00,0.32,0.00,0.00,0.11,0.12,0.43,0.45,-0.05,0.30,-0.02,0.00,0.00,0.00,0.12,0.38,0.01,0.39,0.01,-0.01,-0.01,0.02,0.01,0.28,0.00,0.11,0.00,0.00,0.02,0.11,0.08,-0.09,0.00,0.39,2.99,0.00,0.07,0.17,0.17,-0.03,0.07,0.47
Nov-19,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.19,0.22,0.01,0.00,-0.02,-0.07,0.00,0.00,0.13,0.02,0.00,0.12,0.57,0.02,0.00,0.00,0.28,0.02,0.00,0.04,0.19,0.00,0.29,0.01,0.00,0.04,0.39,0.00,0.00,0.07,-0.01,-0.01,0.20,0.38,0.00,0.27,-0.06,-0.03,0.04,0.02,0.23,0.06,-0.02,0.00,0.62,0.66,0.00,0.02,-0.01,0.01,0.06,0.00,0.00,0.09,0.00,0.00,1.40,0.00,0.11,0.44,0.00,0.27,0.99,0.30,0.17,1.90,0.13,-0.01,0.15,0.11
Dec-19,-0.02,1.36,0.04,0.01,0.05,0.00,0.10,0.15,0.34,0.00,0.01,0.33,0.89,0.34,0.11,0.00,0.31,0.03,0.34,0.22,0.00,0.00,0.02,0.01,0.19,0.21,0.01,0.05,0.56,0.35,0.00,0.00,0.01,0.00,0.14,0.07,0.00,0.05,0.40,0.10,0.31,0.43,0.90,0.00,0.00,0.26,0.06,0.00,0.02,0.00,3.52,0.00,0.03,0.01,0.01,0.00,0.00,0.02,0.00,0.20,-0.01,0.30,0.13,0.00,0.56,0.49,0.00,0.05,0.06,0.00,0.00,0.45,0.24,0.93,0.25,0.30,0.43,0.07,0.08,-0.07,0.19,0.19
Jan-20,3.77,0.80,-0.69,0.56,1.61,1.73,0.68,2.04,0.34,0.69,1.54,1.47,3.00,3.09,1.73,1.10,0.78,3.01,2.48,1.03,3.89,0.54,1.21,1.58,2.66,0.51,0.75,0.69,0.91,2.15,0.36,0.96,1.70,1.30,1.18,1.96,1.79,1.49,1.63,1.87,2.64,2.22,1.16,1.74,2.56,1.58,1.98,0.83,1.79,2.30,3.28,3.19,1.81,2.45,3.52,3.21,1.57,0.77,0.48,1.05,1.20,1.49,1.44,1.27,0.93,-0.01,0.43,1.06,2.10,3.64,0.40,0.75,-3.35,-0.07,-0.26,4.29,3.28,2.52,0.25,0.60,1.75,1.13
Feb-20,-0.81,0.18,1.32,2.31,0.34,0.43,-0.35,-0.37,0.58,0.82,0.93,0.21,1.11,-0.05,0.82,0.98,0.18,1.18,0.47,-3.53,-2.97,0.28,-0.24,1.47,0.96,0.66,1.50,0.97,1.38,0.96,0.93,1.80,1.73,1.57,2.01,1.76,1.37,2.25,1.32,-0.41,0.19,1.77,1.04,0.60,1.75,1.32,1.17,1.18,0.39,1.51,1.39,0.25,-1.17,-1.37,1.95,1.82,2.08,1.29,2.21,2.32,0.21,1.71,1.10,0.34,-0.08,2.43,1.55,0.45,1.37,-0.69,-0.42,-2.70,0.19,0.26,2.25,-0.74,-1.90,3.08,3.09,0.91,2.94,2.21
