TANGGAL,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
Nov-16,-0.40,-0.07,-0.10,0.29,-0.33,0.86,-0.02,-0.10,0.28,-0.19,3.24,2.50,0.06,-0.19,-0.02,-1.59,0.27,0.42,-0.27,-0.15,-1.63,-0.41,0.55,-0.09,0.42,-0.35,-0.38,-0.10,0.77,-0.46,0.04,-0.43,0.03,-0.09,-0.36,-0.44,-0.50,-0.47,-0.12,-0.13,-0.54,-0.66,-0.17,-0.51,0.04,-0.10,-0.29,-0.05,0.35,-0.78,0.83,0.81,0.35,-1.09,0.92,-0.57,0.36,-0.80,-1.03,-0.38,-0.19,-0.14,0.41,0.02,0.35,0.04,-0.60,0.00,-0.53,-0.29,-0.33,0.00,-0.45,-1.72,0.02,-0.49,-0.63,0.28,-0.72,-0.25,-0.90,0.02
Dec-16,-0.28,0.13,0.11,-0.20,-0.25,-0.05,1.17,0.45,-0.73,-0.50,0.06,0.21,-0.43,-0.77,-0.06,-1.13,-0.17,0.23,-0.50,-0.41,1.35,-0.13,-0.18,0.15,0.27,0.03,0.23,0.03,0.20,-0.42,-0.06,-0.18,-0.01,0.82,0.19,-0.04,-0.09,0.09,0.57,0.14,0.22,0.33,0.20,0.29,0.10,0.92,0.60,-0.24,-0.04,-0.09,-0.02,0.71,0.07,-0.14,-0.51,-0.14,0.00,-0.02,0.00,0.19,-1.08,-0.19,-0.21,0.60,0.09,0.00,0.14,-0.93,-0.10,-0.25,0.02,-0.88,-2.02,0.89,-1.39,0.12,-0.25,0.08,0.72,2.43,0.06,0.09
Jan-17,-0.10,-0.09,0.08,0.28,0.10,-0.30,0.00,2.14,-0.71,-0.06,-0.01,0.90,0.10,-0.20,-0.49,1.06,-0.30,0.54,0.53,-0.10,0.30,-0.02,1.08,0.23,2.90,2.25,-0.10,0.14,0.24,-0.15,1.40,0.83,-0.02,-0.09,-0.35,0.16,-0.47,0.32,0.24,-0.80,0.14,0.56,0.62,0.13,-0.16,1.47,1.63,0.05,-0.22,0.17,0.01,0.05,0.25,0.03,0.26,-0.12,-0.26,-0.10,0.09,-0.68,-0.16,0.40,-0.08,-0.43,0.48,0.17,-1.30,-0.23,0.21,0.27,-0.08,0.77,-0.45,0.15,-1.65,0.00,-0.36,-0.17,-0.05,-1.19,-0.13,0.31
Feb-17,-0.02,0.06,-1.24,0.71,-0.01,-0.15,0.03,-0.15,-0.25,0.15,0.05,-0.09,-0.58,0.00,0.14,-0.55,0.07,0.59,1.26,0.05,-0.10,0.93,0.19,0.21,0.79,0.08,0.14,0.56,-0.29,1.05,-0.02,0.76,0.04,-0.41,-0.20,0.01,-0.56,-0.36,0.03,1.64,-0.15,0.50,0.64,-0.04,-0.05,0.29,0.15,-0.21,1.02,1.30,-0.16,-0.21,-0.15,-1.35,1.08,0.08,-0.02,-0.32,-0.02,-0.31,0.48,0.06,0.36,-0.87,-0.38,0.98,-0.22,0.57,1.76,0.50,-0.18,1.68,-0.15,-0.61,0.47,-0.04,-0.30,-0.31,-2.05,0.00,-0.88,0.18
Mar-17,0.00,-0.06,0.19,-0.03,-0.14,1.24,-0.05,-0.11,0.07,-0.34,-0.09,0.62,0.33,0.08,0.26,-0.34,-0.08,-0.18,-0.62,0.14,0.20,0.15,-0.16,0.09,-0.01,-0.22,-0.13,0.33,0.21,-0.17,0.13,0.86,0.03,-0.18,-0.78,0.06,-0.31,-0.04,-0.11,-0.46,0.83,0.46,0.21,0.07,0.89,0.40,0.22,1.61,0.96,-0.24,0.02,-0.45,-0.09,-0.46,-0.10,0.19,-0.23,0.99,-0.12,-0.12,-0.62,-0.27,-1.07,-1.18,0.49,0.00,-0.75,0.39,-0.06,-0.20,-0.01,0.84,-2.65,-0.29,-0.02,0.03,-0.06,0.30,-0.49,-0.43,-0.35,0.10
Apr-17,-0.11,-0.01,-0.06,-0.27,-2.15,-2.29,0.08,0.07,-0.70,-0.13,-0.99,-0.18,-1.49,-0.19,-2.29,0.17,-1.18,-0.87,-1.50,1.51,-0.31,-1.65,0.00,-0.15,-0.14,-1.12,0.41,0.57,0.32,-0.30,0.29,-2.34,-0.62,-2.66,-3.96,-0.06,-0.24,-0.13,-0.17,-0.23,-0.42,-0.33,-1.93,-0.84,-1.03,-0.31,-1.79,-1.39,0.90,-0.21,-0.95,0.92,0.15,-0.07,-0.26,-0.12,0.10,-1.28,0.00,-0.61,-3.34,-1.21,0.69,-0.19,-0.02,-0.94,0.00,-1.51,-0.03,-0.16,-1.37,-0.24,-1.72,-0.42,-2.14,-0.09,-0.14,-0.22,2.10,0.10,-0.12,-0.63
May-17,0.00,0.59,0.03,-0.05,-0.02,-0.59,-0.11,-0.35,-0.97,-0.09,-0.28,-1.56,-0.79,-0.02,-1.92,0.30,-0.71,0.95,0.78,0.14,-4.65,-0.67,0.28,0.76,1.13,-0.74,-0.02,-2.65,0.33,0.22,0.23,-1.51,0.10,0.50,-0.91,0.07,0.36,-0.29,-1.31,1.26,0.13,0.30,0.35,-1.68,0.69,-0.20,-0.21,0.17,-0.11,-0.08,2.61,-0.06,-0.25,0.22,-0.02,-1.38,-0.11,-0.68,0.05,-0.21,-0.72,0.33,0.30,-0.56,0.44,-1.46,-0.07,-0.87,0.13,-2.80,-0.78,-2.60,-0.75,0.23,0.14,-1.31,0.18,-1.55,-0.38,0.00,-0.16,0.03
Jun-17,-0.06,-0.34,0.08,0.19,-1.14,0.67,-0.27,-0.21,-0.17,-0.25,0.09,-0.03,-0.11,-0.10,-0.16,0.83,-0.37,0.24,-1.53,-0.34,-1.11,-1.01,0.64,-0.41,0.02,0.77,3.70,0.44,0.57,-0.39,0.02,0.15,-0.22,2.16,0.52,-0.58,-0.07,-0.01,-0.16,-0.34,-0.10,-0.13,-0.50,-0.36,0.11,0.53,0.64,-0.05,-0.14,0.75,-0.11,0.82,-0.23,0.25,-0.78,-0.63,-0.59,-0.35,-0.19,-0.09,-0.38,0.41,-0.36,0.84,-0.46,0.00,0.33,-0.27,-0.63,-1.19,-0.39,0.18,-1.37,-0.10,-0.31,-1.49,-0.85,-0.29,0.62,-0.06,-0.19,0.15
Jul-17,-0.36,0.10,0.41,0.34,-0.23,0.49,-0.05,0.46,-0.08,-0.30,0.06,-0.53,0.98,1.34,0.44,0.72,0.34,1.03,-0.09,-0.23,-0.16,0.01,0.07,0.75,0.35,0.15,5.82,2.35,0.84,0.92,0.04,0.00,-0.02,0.51,1.04,0.01,0.31,0.40,0.13,-0.28,-0.11,-0.15,0.49,1.06,0.16,0.50,1.02,-0.01,-0.77,0.10,0.83,-0.01,-0.07,-0.28,0.93,0.12,0.01,-0.20,-0.15,0.45,0.41,0.21,0.69,0.93,-0.01,0.04,0.13,0.56,-0.04,-0.43,-0.30,-0.43,0.15,0.08,0.14,-0.54,4.17,0.04,0.07,0.05,-0.33,0.83
Aug-17,-0.10,0.31,-1.45,0.16,0.16,0.04,0.00,0.45,-0.02,-0.20,-0.14,-0.37,0.74,0.43,0.84,-0.59,0.06,-0.39,-0.63,0.24,0.52,-0.12,0.18,0.26,0.06,0.01,0.32,0.02,-0.37,-0.08,0.05,-0.18,-0.06,-1.24,-0.76,-0.33,-1.47,-0.14,-0.47,-0.06,-0.75,-0.35,-0.81,-0.46,-0.16,-0.10,0.27,-0.11,0.39,0.22,-0.04,-0.10,0.18,-0.15,-0.75,-1.17,0.54,-0.20,-0.16,-0.33,0.88,0.02,0.39,-0.46,-0.08,0.22,0.64,-0.08,1.13,0.00,0.22,-0.38,0.38,0.04,-0.03,0.16,-0.39,0.02,-0.13,0.14,-0.86,0.01
Sep-17,-0.03,0.19,-0.93,-0.09,-0.04,-0.30,0.13,-0.60,-0.24,-0.16,0.08,-0.07,-0.02,0.13,0.30,-0.54,-0.09,-0.45,0.16,-0.22,0.41,0.35,-0.63,-0.17,-0.14,-0.21,0.19,0.12,-0.20,0.24,0.02,0.21,-0.15,-0.33,0.17,-0.77,-0.31,-0.20,-0.26,-0.62,-0.27,-0.68,0.10,-0.47,0.31,0.24,0.00,0.10,-0.51,0.05,0.16,0.02,-0.25,-0.17,-1.23,0.94,0.64,0.56,-0.25,-0.39,-0.03,-0.42,-0.08,0.63,0.38,-1.38,0.00,-0.16,0.14,0.08,0.00,0.42,0.07,0.01,0.10,-0.05,-0.11,-0.29,-0.10,-0.05,-0.08,-0.06
Oct-17,-0.03,0.09,0.11,-0.20,0.36,-1.06,-0.13,0.17,-0.34,0.04,0.13,0.17,0.66,-0.64,-0.28,-0.07,-0.27,-0.55,0.46,-0.17,-0.61,0.28,0.14,0.15,0.40,0.76,-0.26,-0.91,0.12,-0.20,0.12,-0.05,-0.26,0.39,0.97,-0.16,0.03,-0.11,-0.09,0.67,0.56,-0.13,-0.25,-0.52,0.06,0.08,-0.05,-0.90,0.32,-0.01,0.12,0.23,-0.15,0.20,-0.25,-0.82,0.72,0.01,-0.20,-0.06,0.33,-0.95,-0.12,-0.04,0.16,0.16,0.41,-0.56,-0.02,0.00,-0.09,0.19,-0.11,-0.14,-0.29,0.20,-0.12,-0.30,-1.54,0.16,-0.04,-0.06
Nov-17,-0.07,-0.09,-0.04,-0.14,0.11,-0.08,0.04,0.12,0.00,0.22,-0.20,0.80,-0.36,-0.93,-0.28,0.10,0.46,-0.63,-0.42,-0.32,0.05,0.09,-0.15,-0.02,0.06,1.39,0.00,1.05,-0.55,0.03,-0.09,-0.23,-0.19,-0.20,1.38,-0.20,-0.91,-0.03,-0.06,-0.41,-0.05,-0.55,-0.15,-1.19,-0.18,0.01,0.05,-0.15,0.76,-0.20,-0.13,0.17,-0.11,-0.28,0.71,-0.09,-0.04,0.21,0.00,-0.46,0.04,-0.47,-0.14,-0.08,-0.04,0.88,0.71,0.99,0.48,-0.23,-0.12,0.00,-0.05,-0.15,0.21,-0.25,-0.16,-0.35,-0.17,0.01,-0.05,-0.03
Dec-17,0.00,-0.02,-0.11,-0.02,-0.04,-1.61,-0.13,-0.39,-0.09,-0.05,-0.09,0.08,-0.20,-0.08,-0.39,-0.75,-0.03,-1.19,-0.44,0.68,0.11,0.08,-0.15,0.12,-0.31,0.68,0.14,-0.04,-0.36,0.63,0.02,-0.03,-0.91,-0.83,1.48,-0.14,-0.02,-0.29,0.20,-0.09,0.33,-0.17,0.31,-0.22,0.04,0.14,3.05,0.23,-0.75,0.07,1.33,0.09,-0.14,-0.22,0.43,-0.17,-0.73,-0.37,0.00,-0.10,-0.80,-0.14,-0.18,-0.58,-0.39,0.00,0.60,0.02,0.11,0.17,-0.03,1.50,-0.04,-0.07,-0.43,0.04,0.30,-0.13,1.00,0.00,2.02,0.10
Jan-18,0.00,0.11,-0.01,0.74,0.55,0.14,1.29,-0.86,0.21,-0.20,0.02,-0.03,0.16,0.12,-0.91,-0.86,0.09,0.08,0.15,0.00,0.49,-0.77,-0.07,0.40,-0.64,0.55,0.34,-0.47,-0.08,-0.93,0.02,-0.05,1.93,0.09,-0.02,0.73,0.20,0.04,-0.09,0.10,0.09,-0.05,0.40,0.29,-0.07,0.00,-0.08,0.03,0.51,-0.03,0.34,-0.06,0.71,0.20,-0.16,-0.21,-0.66,-0.41,0.00,-0.39,-0.14,-0.02,0.30,-0.44,0.47,0.00,-1.41,0.35,0.10,0.00,-0.52,-1.63,-0.23,0.10,-0.28,0.28,-0.35,-0.73,-2.27,0.32,-0.15,0.04
Feb-18,-0.40,-0.01,0.75,-0.65,-0.99,0.00,0.11,0.36,0.16,-0.09,-0.14,0.00,-0.91,-0.24,0.40,0.44,-0.21,-0.05,-0.12,0.00,0.02,0.89,0.18,1.74,-0.50,-0.30,0.06,0.12,0.84,1.63,0.09,-0.13,-0.14,-0.21,0.10,0.21,-1.30,0.16,-0.10,-0.77,-0.04,0.08,-0.06,-0.09,0.03,-0.11,0.11,0.00,-0.31,0.05,1.98,0.04,-0.75,0.05,-0.37,0.14,0.46,0.43,0.00,0.18,-0.84,-0.09,-0.54,-0.07,0.05,0.00,-1.02,0.13,-0.10,0.05,0.34,-0.19,-0.86,0.02,0.49,0.02,0.24,-0.06,0.60,0.05,1.37,0.50
Mar-18,-0.20,0.56,0.01,0.13,-0.33,-0.27,-0.06,-0.69,0.58,0.08,-0.17,-0.38,0.14,0.09,0.43,0.17,0.23,0.09,-0.44,0.00,0.83,0.02,-0.08,1.59,-0.30,-0.22,0.30,-1.81,2.46,0.34,0.00,-0.05,-0.19,-0.06,0.10,-0.12,0.07,0.17,-0.02,-0.11,1.60,-0.08,-0.18,-0.25,0.20,-0.26,-1.95,-0.02,0.38,0.03,-0.76,0.13,-0.05,1.12,-0.09,0.29,0.00,-0.10,0.00,0.19,0.23,-0.09,-0.09,-0.72,0.37,0.00,0.43,0.14,0.19,-0.09,0.55,-0.29,-0.13,0.00,-0.05,-0.20,-0.31,-0.02,0.68,0.07,2.17,0.35
Apr-18,1.88,0.10,0.40,0.20,0.17,0.35,-0.14,0.09,0.00,-0.01,-0.01,-0.15,0.02,0.11,0.33,-0.64,0.22,-0.14,-0.87,0.38,-0.06,0.19,0.29,-0.18,0.54,0.02,0.35,0.92,0.06,0.73,-0.01,-0.09,0.50,0.18,0.38,0.35,0.34,0.15,0.83,0.53,0.28,0.07,-0.17,1.01,0.51,0.22,0.31,0.10,0.05,0.70,0.97,0.51,1.59,0.02,0.27,0.07,0.11,-0.04,-0.51,0.26,0.27,0.10,-0.09,-0.03,0.19,0.84,1.02,-0.10,0.38,0.02,-0.43,0.01,1.25,0.33,0.16,-0.05,0.82,0.00,-0.99,-1.03,0.08,0.17
May-18,-0.33,-0.08,-0.19,-0.15,0.29,0.14,0.02,0.15,0.09,0.00,-0.06,0.20,-0.75,0.10,1.04,-0.17,-0.51,0.39,-0.62,0.00,0.29,-0.86,-0.91,0.38,-0.05,-0.11,0.26,0.79,2.34,0.02,0.23,0.16,0.29,1.19,0.15,0.12,-0.02,0.50,0.20,-0.02,-0.19,0.07,-1.13,-0.14,0.01,-0.03,-0.33,0.74,-0.71,-0.27,0.79,0.12,0.00,0.55,0.22,0.42,-0.29,-0.06,-0.73,-0.01,1.06,0.57,0.07,1.77,0.51,0.02,-0.06,0.22,-0.67,-0.22,-0.35,-0.17,-0.62,-0.18,0.11,0.05,0.48,-0.31,0.11,0.13,1.17,0.26
Jun-18,-0.28,0.42,0.00,-0.13,-0.11,-0.22,0.00,0.03,-0.02,0.28,0.16,0.09,-0.34,-0.37,0.01,-0.84,0.11,0.47,-0.23,0.00,-0.11,-0.05,-0.05,0.02,-0.40,0.15,0.16,0.78,0.13,-0.05,0.01,0.02,0.92,-0.29,0.22,0.20,-0.69,0.03,0.37,0.12,0.81,0.02,-0.31,-0.57,0.79,-0.17,0.92,0.31,0.75,0.32,-0.31,0.55,0.47,0.49,-0.72,-0.13,0.14,0.08,-0.03,0.03,0.13,0.74,0.31,0.18,0.30,1.66,-0.40,-0.12,-0.36,-0.02,-0.58,-0.62,-0.17,0.53,-0.35,0.23,0.10,0.79,-1.25,-0.40,1.44,0.06
Jul-18,0.00,0.64,0.13,0.04,0.51,0.02,-0.13,-0.02,0.00,-0.02,0.06,-0.01,-0.26,0.02,0.01,0.77,0.42,0.19,-0.02,0.00,0.53,-0.10,0.26,0.12,0.27,0.13,0.14,-1.52,0.02,-0.05,0.01,0.13,0.69,0.14,0.77,0.51,-0.20,0.02,0.72,-0.30,-0.58,-0.18,0.42,0.22,0.36,0.06,0.43,0.19,1.33,0.32,0.07,0.34,2.54,0.51,-0.27,0.22,0.15,0.67,0.59,-0.09,-0.40,2.24,-0.11,1.13,-0.18,0.99,-0.63,0.39,0.27,0.05,0.20,-0.19,1.38,-0.26,0.30,-0.07,0.41,-0.43,0.74,0.34,0.36,0.20
Aug-18,1.32,-0.14,-0.03,0.58,-0.17,-0.07,-0.18,0.18,0.22,-0.08,0.93,-0.12,0.04,0.11,0.13,0.04,0.36,0.30,0.16,-0.46,-0.07,-0.09,0.01,0.08,0.79,-0.12,0.06,0.08,-0.37,1.06,0.16,-0.05,-0.86,-0.23,0.44,0.11,-0.45,0.05,-0.08,-0.03,-0.13,-0.13,-0.20,0.03,0.54,-0.34,-0.38,0.03,0.96,0.47,-0.04,0.02,0.91,0.00,0.21,-0.38,-0.79,-0.08,-0.12,-0.15,0.99,0.30,0.00,0.00,0.40,1.23,-0.02,0.07,-0.15,-0.07,0.36,0.33,-0.05,0.26,0.05,-0.19,-0.30,0.18,-0.07,-0.21,-0.39,0.08
Sep-18,-0.13,-0.14,0.00,0.73,0.12,-0.03,-0.12,0.00,-0.26,-0.09,-0.74,-0.08,-0.89,0.17,0.39,0.63,0.03,-0.44,-0.60,-0.69,-0.06,0.12,-0.05,0.40,-0.42,0.15,0.01,-0.03,0.19,0.59,-0.03,-0.01,0.50,-0.37,0.01,-0.10,-0.36,0.02,-0.13,-0.37,-0.30,-0.15,-0.53,-1.79,-0.18,0.46,0.29,0.30,1.15,0.00,0.00,-0.20,0.29,0.33,0.46,-0.05,1.50,-0.66,-0.38,0.36,0.04,-0.10,-0.05,0.00,-0.03,-0.92,-0.45,0.08,-0.07,-0.19,0.34,-0.37,0.05,0.34,-0.25,-0.19,-0.56,-0.11,-0.46,0.38,-0.06,0.13
Oct-18,-0.13,0.01,0.00,0.03,-0.22,0.42,-0.21,0.01,0.68,-0.10,-0.28,-1.83,-0.33,0.22,0.07,0.17,0.75,-0.24,0.15,0.36,0.95,0.58,0.09,0.14,0.03,0.12,-0.48,-0.13,0.00,0.30,0.00,-0.04,0.19,-0.58,0.40,0.58,-0.13,0.15,0.44,-0.72,-0.13,-0.09,0.07,1.04,0.05,0.27,0.04,-0.12,0.18,-0.48,0.25,3.57,0.02,-0.09,-0.07,0.08,0.00,-0.09,0.00,-0.14,-0.07,0.16,-0.52,-0.62,2.88,0.02,0.24,-0.11,-0.14,0.05,0.08,1.29,-0.05,0.08,-0.76,0.11,0.53,0.26,0.21,0.04,0.62,0.13
Nov-18,-0.41,-0.01,0.00,0.35,-0.50,-0.51,0.02,-0.09,0.21,-0.11,0.28,-0.11,0.58,-0.17,-0.61,-0.19,-0.90,-0.33,-0.19,0.00,-0.40,0.10,0.04,0.00,1.20,0.43,0.05,-1.09,0.18,0.29,-0.02,-0.16,-0.62,0.49,1.55,-0.10,-0.26,-0.06,-0.43,-0.16,-0.13,0.25,-0.58,0.36,0.13,-0.15,0.26,-0.05,1.40,0.33,0.69,0.32,-0.08,-0.19,-0.05,-0.11,-0.24,0.05,-0.09,0.11,-0.56,-0.45,0.56,-0.37,1.38,-0.08,-0.03,0.02,-0.59,0.01,-0.01,0.15,0.16,-0.30,0.21,0.12,-0.11,1.02,-1.10,-0.08,-0.09,0.03
Dec-18,-0.01,0.79,0.04,0.08,-0.27,-0.21,0.08,0.47,0.06,0.02,0.03,-0.10,0.28,0.05,0.17,-0.25,-0.23,-0.03,-1.23,0.00,0.38,0.23,-0.05,1.40,1.31,0.19,0.32,0.77,2.01,-0.22,0.00,0.00,0.04,-0.09,-0.06,-0.03,-0.17,-0.16,0.10,0.49,0.12,0.03,0.67,-0.49,0.23,0.12,0.98,0.27,0.31,-0.99,-0.15,0.20,-0.17,-0.03,-0.01,-0.14,-0.19,-1.84,-0.07,0.07,0.35,0.25,0.34,-1.05,0.52,0.22,0.19,0.10,-0.22,0.68,-0.13,0.22,-0.12,0.41,0.06,-0.28,0.13,0.13,-0.10,-0.33,0.19,0.48
Jan-19,0.03,-0.20,0.09,0.10,0.08,-0.36,1.62,0.25,0.22,-0.06,0.01,0.06,-0.28,0.45,0.69,0.33,0.26,0.14,-0.01,0.00,-0.06,-0.07,0.17,1.26,-0.03,0.01,0.20,0.57,0.52,0.14,0.01,0.22,0.01,0.12,-0.70,-0.07,0.32,0.35,-0.14,-0.12,-0.02,-0.08,0.55,0.25,0.12,-0.05,0.71,0.49,0.37,0.03,2.59,0.02,1.07,-0.74,-0.39,0.21,0.93,-0.08,1.96,0.10,0.60,0.22,0.18,0.29,-0.18,1.29,-2.67,-0.21,0.15,1.02,0.76,0.00,0.22,-0.11,0.07,0.19,0.47,2.47,0.20,2.64,0.26,0.46
Feb-19,0.00,-0.22,0.38,0.20,0.00,-0.02,-0.12,0.02,0.14,-0.07,-0.21,0.61,0.29,0.40,0.79,0.73,0.22,0.27,0.10,0.00,0.12,0.11,-0.14,-0.12,0.24,0.04,0.11,0.89,0.04,0.52,0.06,0.17,0.54,0.66,-0.24,0.29,0.55,0.65,-1.38,0.05,0.09,0.37,0.02,0.24,0.08,0.12,-0.02,0.14,-0.25,-0.53,0.04,-0.01,0.08,-1.49,-0.34,0.93,0.02,0.99,-0.16,0.25,0.45,0.35,0.08,0.42,0.12,0.38,0.81,0.13,0.19,0.12,0.29,0.03,1.18,-0.65,-0.09,-0.21,0.37,0.32,1.44,0.31,0.09,0.10
Mar-19,0.04,0.11,0.98,0.06,1.36,0.10,0.23,0.59,0.86,0.15,0.29,0.15,0.28,-0.19,1.10,0.07,0.49,0.51,0.76,0.21,-0.44,0.51,-0.04,0.13,0.54,-0.03,0.14,0.94,0.35,0.62,0.00,0.08,0.99,0.84,0.95,0.22,0.77,0.71,0.84,1.37,1.01,0.16,0.43,0.54,0.31,0.68,1.12,0.02,0.92,2.55,-0.04,0.36,0.22,0.17,0.29,0.54,0.27,0.20,0.00,-0.02,0.10,-0.04,0.28,3.25,-0.06,1.14,0.11,0.31,1.02,0.00,-0.09,0.37,-0.20,0.16,0.02,0.37,0.34,-0.52,-0.55,-0.22,0.04,0.39
Apr-19,0.20,0.20,0.01,0.24,0.58,0.23,0.72,0.02,0.26,-0.11,0.08,0.03,0.38,0.41,0.76,0.28,0.12,0.15,0.81,-0.14,2.20,0.09,0.47,0.24,0.04,-0.02,0.33,-0.04,0.21,-0.03,0.00,0.11,0.08,1.09,-0.10,0.87,0.25,0.91,0.35,0.70,0.73,0.15,-0.05,-0.15,0.44,0.42,-0.23,0.20,0.17,-0.11,-0.64,0.21,0.06,0.36,-0.02,0.39,0.16,0.01,0.66,0.27,0.09,-0.25,-0.06,0.78,0.58,1.04,-0.45,0.89,0.89,0.00,0.56,0.17,-0.11,0.27,-0.06,0.00,1.17,1.56,0.54,-0.05,-0.07,0.24
May-19,0.44,1.51,0.72,0.66,1.58,0.59,0.29,1.42,1.77,0.54,0.60,0.20,1.27,1.60,0.18,1.37,1.73,2.11,0.60,0.07,0.86,1.04,1.01,0.46,2.05,0.24,0.26,0.37,2.55,1.46,0.38,0.39,1.86,0.80,0.67,0.17,1.95,0.76,0.56,1.38,1.51,0.62,0.57,1.23,0.76,0.75,0.43,0.49,0.04,0.56,1.20,-0.39,0.16,0.11,0.49,3.89,0.77,0.80,2.93,0.71,1.73,0.26,0.30,0.55,0.44,1.29,3.18,0.42,0.44,0.67,0.91,0.43,0.67,-0.13,2.05,0.00,0.19,-0.17,-1.59,0.01,-0.10,0.79
Jun-19,0.03,0.24,0.18,0.22,0.66,0.50,2.30,1.12,0.21,5.99,0.06,0.34,0.26,0.46,0.93,0.15,0.15,1.30,1.49,0.76,0.20,-0.20,0.24,0.72,1.89,1.22,0.19,1.62,0.32,1.36,0.38,0.22,0.16,1.94,1.61,0.47,1.34,0.01,0.44,0.69,0.15,0.39,0.20,-0.06,-0.02,0.43,-0.37,0.01,0.38,0.21,0.06,0.55,0.02,0.45,0.74,-0.16,1.05,0.13,0.24,0.66,-0.34,0.67,0.14,0.53,-0.10,0.82,1.31,1.60,-0.26,1.23,0.25,0.32,0.36,0.01,3.52,0.42,0.17,0.23,0.89,0.28,-0.28,0.58
Jul-19,-0.06,0.00,0.00,-0.01,-0.37,0.20,0.09,-0.28,-0.14,0.00,0.04,-0.01,-0.01,0.08,0.12,-0.14,-0.18,-0.02,0.06,1.39,0.83,0.55,-0.01,0.22,0.06,-0.19,0.05,-0.11,1.07,-0.32,0.00,0.25,-0.24,-0.13,0.33,0.29,1.00,0.06,0.32,0.01,0.16,-0.26,0.65,-0.12,-0.05,-0.15,0.06,-0.13,-0.03,0.77,-0.30,0.04,0.05,0.67,0.10,0.41,0.34,-0.30,-0.21,0.18,0.98,0.28,0.19,0.36,-0.05,0.50,0.46,0.26,1.33,0.32,0.29,-0.43,0.09,-0.02,0.28,0.04,0.11,-0.27,0.02,0.02,0.22,0.17
Aug-19,-0.06,-0.03,-0.01,-0.16,0.21,-0.02,0.24,-0.15,-0.20,0.00,0.19,-0.03,-0.33,0.35,-0.02,-0.01,0.33,0.11,-0.35,0.01,0.14,0.05,0.15,0.10,0.33,0.33,-0.05,-0.25,0.25,-0.03,0.26,0.10,0.30,0.21,0.69,-0.66,-1.23,-0.52,0.05,-0.03,-0.15,0.02,-0.10,-0.20,-0.05,-0.19,0.03,0.18,0.26,0.41,0.20,0.13,0.04,0.07,-0.01,-0.35,-0.28,0.17,-0.44,0.13,1.22,0.70,0.13,1.31,-0.22,0.11,-0.03,-0.06,-0.63,-0.24,0.10,0.03,-0.23,-0.09,0.03,0.51,1.05,0.36,0.42,0.04,0.25,0.06
Sep-19,0.06,0.38,-0.04,0.10,0.06,0.00,-0.36,0.67,0.06,0.00,0.20,0.28,0.02,0.09,-0.73,0.33,0.36,0.19,0.41,0.29,-0.04,0.16,-0.01,0.35,0.46,0.07,-0.01,-0.41,-0.25,0.38,0.06,0.03,0.06,0.00,0.38,-0.25,0.66,0.83,-0.67,-0.66,0.06,0.19,0.02,0.08,0.19,0.22,0.37,0.02,0.31,0.04,0.66,0.07,0.13,0.35,0.26,0.34,0.14,-0.09,-0.12,-0.14,-0.01,0.21,-0.11,0.50,0.69,0.04,0.69,0.12,0.70,0.00,0.75,-0.17,-0.15,0.13,1.37,0.00,1.35,-0.14,0.51,-0.10,0.01,0.17
