,URUTAN,BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
34,34,2016-11-01,-0.4,-0.07,-0.1,0.29,-0.33,0.86,-0.02,-0.1,0.28,-0.19,3.24,2.5,0.06,-0.19,-0.02,-1.59,0.27,0.42,-0.27,-0.15,-1.63,-0.41,0.55,-0.09,0.42,-0.35,-0.38,-0.1,0.77,-0.46,0.04,-0.43,0.03,-0.09,-0.36,-0.44,-0.5,-0.47,-0.12,-0.13,-0.54,-0.66,-0.17,-0.51,0.04,-0.1,-0.29,-0.05,0.35,-0.78,0.83,0.81,0.35,-1.09,0.92,-0.57,0.36,-0.8,-1.03,-0.38,-0.19,-0.14,0.41,0.02,0.35,0.04,-0.6,0.0,-0.53,-0.29,-0.33,0.0,-0.45,-1.72,0.02,-0.49,-0.63,0.28,-0.72,-0.25,-0.9,0.02
35,35,2016-12-01,-0.28,0.13,0.11,-0.2,-0.25,-0.05,1.17,0.45,-0.73,-0.5,0.06,0.21,-0.43,-0.77,-0.06,-1.13,-0.17,0.23,-0.5,-0.41,1.35,-0.13,-0.18,0.15,0.27,0.03,0.23,0.03,0.2,-0.42,-0.06,-0.18,-0.01,0.82,0.19,-0.04,-0.09,0.09,0.57,0.14,0.22,0.33,0.2,0.29,0.1,0.92,0.6,-0.24,-0.04,-0.09,-0.02,0.71,0.07,-0.14,-0.51,-0.14,0.0,-0.02,0.0,0.19,-1.08,-0.19,-0.21,0.6,0.09,0.0,0.14,-0.93,-0.1,-0.25,0.02,-0.88,-2.02,0.89,-1.39,0.12,-0.25,0.08,0.72,2.43,0.06,0.09
36,36,2017-01-01,-0.1,-0.09,0.08,0.28,0.1,-0.3,0.0,2.14,-0.71,-0.06,-0.01,0.9,0.1,-0.2,-0.49,1.06,-0.3,0.54,0.53,-0.1,0.3,-0.02,1.08,0.23,2.9,2.25,-0.1,0.14,0.24,-0.15,1.4,0.83,-0.02,-0.09,-0.35,0.16,-0.47,0.32,0.24,-0.8,0.14,0.56,0.62,0.13,-0.16,1.47,1.63,0.05,-0.22,0.17,0.01,0.05,0.25,0.03,0.26,-0.12,-0.26,-0.1,0.09,-0.68,-0.16,0.4,-0.08,-0.43,0.48,0.17,-1.3,-0.23,0.21,0.27,-0.08,0.77,-0.45,0.15,-1.65,0.0,-0.36,-0.17,-0.05,-1.19,-0.13,0.31
37,37,2017-02-01,-0.02,0.06,-1.24,0.71,-0.01,-0.15,0.03,-0.15,-0.25,0.15,0.05,-0.09,-0.58,0.0,0.14,-0.55,0.07,0.59,1.26,0.05,-0.1,0.93,0.19,0.21,0.79,0.08,0.14,0.56,-0.29,1.05,-0.02,0.76,0.04,-0.41,-0.2,0.01,-0.56,-0.36,0.03,1.64,-0.15,0.5,0.64,-0.04,-0.05,0.29,0.15,-0.21,1.02,1.3,-0.16,-0.21,-0.15,-1.35,1.08,0.08,-0.02,-0.32,-0.02,-0.31,0.48,0.06,0.36,-0.87,-0.38,0.98,-0.22,0.57,1.76,0.5,-0.18,1.68,-0.15,-0.61,0.47,-0.04,-0.3,-0.31,-2.05,0.0,-0.88,0.18
38,38,2017-03-01,0.0,-0.06,0.19,-0.03,-0.14,1.24,-0.05,-0.11,0.07,-0.34,-0.09,0.62,0.33,0.08,0.26,-0.34,-0.08,-0.18,-0.62,0.14,0.2,0.15,-0.16,0.09,-0.01,-0.22,-0.13,0.33,0.21,-0.17,0.13,0.86,0.03,-0.18,-0.78,0.06,-0.31,-0.04,-0.11,-0.46,0.83,0.46,0.21,0.07,0.89,0.4,0.22,1.61,0.96,-0.24,0.02,-0.45,-0.09,-0.46,-0.1,0.19,-0.23,0.99,-0.12,-0.12,-0.62,-0.27,-1.07,-1.18,0.49,0.0,-0.75,0.39,-0.06,-0.2,-0.01,0.84,-2.65,-0.29,-0.02,0.03,-0.06,0.3,-0.49,-0.43,-0.35,0.1
39,39,2017-04-01,-0.11,-0.01,-0.06,-0.27,-2.15,-2.29,0.08,0.07,-0.7,-0.13,-0.99,-0.18,-1.49,-0.19,-2.29,0.17,-1.18,-0.87,-1.5,1.51,-0.31,-1.65,0.0,-0.15,-0.14,-1.12,0.41,0.57,0.32,-0.3,0.29,-2.34,-0.62,-2.66,-3.96,-0.06,-0.24,-0.13,-0.17,-0.23,-0.42,-0.33,-1.93,-0.84,-1.03,-0.31,-1.79,-1.39,0.9,-0.21,-0.95,0.92,0.15,-0.07,-0.26,-0.12,0.1,-1.28,0.0,-0.61,-3.34,-1.21,0.69,-0.19,-0.02,-0.94,0.0,-1.51,-0.03,-0.16,-1.37,-0.24,-1.72,-0.42,-2.14,-0.09,-0.14,-0.22,2.1,0.1,-0.12,-0.63
40,40,2017-05-01,0.0,0.59,0.03,-0.05,-0.02,-0.59,-0.11,-0.35,-0.97,-0.09,-0.28,-1.56,-0.79,-0.02,-1.92,0.3,-0.71,0.95,0.78,0.14,-4.65,-0.67,0.28,0.76,1.13,-0.74,-0.02,-2.65,0.33,0.22,0.23,-1.51,0.1,0.5,-0.91,0.07,0.36,-0.29,-1.31,1.26,0.13,0.3,0.35,-1.68,0.69,-0.2,-0.21,0.17,-0.11,-0.08,2.61,-0.06,-0.25,0.22,-0.02,-1.38,-0.11,-0.68,0.05,-0.21,-0.72,0.33,0.3,-0.56,0.44,-1.46,-0.07,-0.87,0.13,-2.8,-0.78,-2.6,-0.75,0.23,0.14,-1.31,0.18,-1.55,-0.38,0.0,-0.16,0.03
41,41,2017-06-01,-0.06,-0.34,0.08,0.19,-1.14,0.67,-0.27,-0.21,-0.17,-0.25,0.09,-0.03,-0.11,-0.1,-0.16,0.83,-0.37,0.24,-1.53,-0.34,-1.11,-1.01,0.64,-0.41,0.02,0.77,3.7,0.44,0.57,-0.39,0.02,0.15,-0.22,2.16,0.52,-0.58,-0.07,-0.01,-0.16,-0.34,-0.1,-0.13,-0.5,-0.36,0.11,0.53,0.64,-0.05,-0.14,0.75,-0.11,0.82,-0.23,0.25,-0.78,-0.63,-0.59,-0.35,-0.19,-0.09,-0.38,0.41,-0.36,0.84,-0.46,0.0,0.33,-0.27,-0.63,-1.19,-0.39,0.18,-1.37,-0.1,-0.31,-1.49,-0.85,-0.29,0.62,-0.06,-0.19,0.15
42,42,2017-07-01,-0.36,0.1,0.41,0.34,-0.23,0.49,-0.05,0.46,-0.08,-0.3,0.06,-0.53,0.98,1.34,0.44,0.72,0.34,1.03,-0.09,-0.23,-0.16,0.01,0.07,0.75,0.35,0.15,5.82,2.35,0.84,0.92,0.04,0.0,-0.02,0.51,1.04,0.01,0.31,0.4,0.13,-0.28,-0.11,-0.15,0.49,1.06,0.16,0.5,1.02,-0.01,-0.77,0.1,0.83,-0.01,-0.07,-0.28,0.93,0.12,0.01,-0.2,-0.15,0.45,0.41,0.21,0.69,0.93,-0.01,0.04,0.13,0.56,-0.04,-0.43,-0.3,-0.43,0.15,0.08,0.14,-0.54,4.17,0.04,0.07,0.05,-0.33,0.83
43,43,2017-08-01,-0.1,0.31,-1.45,0.16,0.16,0.04,0.0,0.45,-0.02,-0.2,-0.14,-0.37,0.74,0.43,0.84,-0.59,0.06,-0.39,-0.63,0.24,0.52,-0.12,0.18,0.26,0.06,0.01,0.32,0.02,-0.37,-0.08,0.05,-0.18,-0.06,-1.24,-0.76,-0.33,-1.47,-0.14,-0.47,-0.06,-0.75,-0.35,-0.81,-0.46,-0.16,-0.1,0.27,-0.11,0.39,0.22,-0.04,-0.1,0.18,-0.15,-0.75,-1.17,0.54,-0.2,-0.16,-0.33,0.88,0.02,0.39,-0.46,-0.08,0.22,0.64,-0.08,1.13,0.0,0.22,-0.38,0.38,0.04,-0.03,0.16,-0.39,0.02,-0.13,0.14,-0.86,0.01
44,44,2017-09-01,-0.03,0.19,-0.93,-0.09,-0.04,-0.3,0.13,-0.6,-0.24,-0.16,0.08,-0.07,-0.02,0.13,0.3,-0.54,-0.09,-0.45,0.16,-0.22,0.41,0.35,-0.63,-0.17,-0.14,-0.21,0.19,0.12,-0.2,0.24,0.02,0.21,-0.15,-0.33,0.17,-0.77,-0.31,-0.2,-0.26,-0.62,-0.27,-0.68,0.1,-0.47,0.31,0.24,0.0,0.1,-0.51,0.05,0.16,0.02,-0.25,-0.17,-1.23,0.94,0.64,0.56,-0.25,-0.39,-0.03,-0.42,-0.08,0.63,0.38,-1.38,0.0,-0.16,0.14,0.08,0.0,0.42,0.07,0.01,0.1,-0.05,-0.11,-0.29,-0.1,-0.05,-0.08,-0.06
45,45,2017-10-01,-0.03,0.09,0.11,-0.2,0.36,-1.06,-0.13,0.17,-0.34,0.04,0.13,0.17,0.66,-0.64,-0.28,-0.07,-0.27,-0.55,0.46,-0.17,-0.61,0.28,0.14,0.15,0.4,0.76,-0.26,-0.91,0.12,-0.2,0.12,-0.05,-0.26,0.39,0.97,-0.16,0.03,-0.11,-0.09,0.67,0.56,-0.13,-0.25,-0.52,0.06,0.08,-0.05,-0.9,0.32,-0.01,0.12,0.23,-0.15,0.2,-0.25,-0.82,0.72,0.01,-0.2,-0.06,0.33,-0.95,-0.12,-0.04,0.16,0.16,0.41,-0.56,-0.02,0.0,-0.09,0.19,-0.11,-0.14,-0.29,0.2,-0.12,-0.3,-1.54,0.16,-0.04,-0.06
46,46,2017-11-01,-0.07,-0.09,-0.04,-0.14,0.11,-0.08,0.04,0.12,0.0,0.22,-0.2,0.8,-0.36,-0.93,-0.28,0.1,0.46,-0.63,-0.42,-0.32,0.05,0.09,-0.15,-0.02,0.06,1.39,0.0,1.05,-0.55,0.03,-0.09,-0.23,-0.19,-0.2,1.38,-0.2,-0.91,-0.03,-0.06,-0.41,-0.05,-0.55,-0.15,-1.19,-0.18,0.01,0.05,-0.15,0.76,-0.2,-0.13,0.17,-0.11,-0.28,0.71,-0.09,-0.04,0.21,0.0,-0.46,0.04,-0.47,-0.14,-0.08,-0.04,0.88,0.71,0.99,0.48,-0.23,-0.12,0.0,-0.05,-0.15,0.21,-0.25,-0.16,-0.35,-0.17,0.01,-0.05,-0.03
47,47,2017-12-01,0.0,-0.02,-0.11,-0.02,-0.04,-1.61,-0.13,-0.39,-0.09,-0.05,-0.09,0.08,-0.2,-0.08,-0.39,-0.75,-0.03,-1.19,-0.44,0.68,0.11,0.08,-0.15,0.12,-0.31,0.68,0.14,-0.04,-0.36,0.63,0.02,-0.03,-0.91,-0.83,1.48,-0.14,-0.02,-0.29,0.2,-0.09,0.33,-0.17,0.31,-0.22,0.04,0.14,3.05,0.23,-0.75,0.07,1.33,0.09,-0.14,-0.22,0.43,-0.17,-0.73,-0.37,0.0,-0.1,-0.8,-0.14,-0.18,-0.58,-0.39,0.0,0.6,0.02,0.11,0.17,-0.03,1.5,-0.04,-0.07,-0.43,0.04,0.3,-0.13,1.0,0.0,2.02,0.1
48,48,2018-01-01,0.0,0.11,-0.01,0.74,0.55,0.14,1.29,-0.86,0.21,-0.2,0.02,-0.03,0.16,0.12,-0.91,-0.86,0.09,0.08,0.15,0.0,0.49,-0.77,-0.07,0.4,-0.64,0.55,0.34,-0.47,-0.08,-0.93,0.02,-0.05,1.93,0.09,-0.02,0.73,0.2,0.04,-0.09,0.1,0.09,-0.05,0.4,0.29,-0.07,0.0,-0.08,0.03,0.51,-0.03,0.34,-0.06,0.71,0.2,-0.16,-0.21,-0.66,-0.41,0.0,-0.39,-0.14,-0.02,0.3,-0.44,0.47,0.0,-1.41,0.35,0.1,0.0,-0.52,-1.63,-0.23,0.1,-0.28,0.28,-0.35,-0.73,-2.27,0.32,-0.15,0.04
49,49,2018-02-01,-0.4,-0.01,0.75,-0.65,-0.99,0.0,0.11,0.36,0.16,-0.09,-0.14,0.0,-0.91,-0.24,0.4,0.44,-0.21,-0.05,-0.12,0.0,0.02,0.89,0.18,1.74,-0.5,-0.3,0.06,0.12,0.84,1.63,0.09,-0.13,-0.14,-0.21,0.1,0.21,-1.3,0.16,-0.1,-0.77,-0.04,0.08,-0.06,-0.09,0.03,-0.11,0.11,0.0,-0.31,0.05,1.98,0.04,-0.75,0.05,-0.37,0.14,0.46,0.43,0.0,0.18,-0.84,-0.09,-0.54,-0.07,0.05,0.0,-1.02,0.13,-0.1,0.05,0.34,-0.19,-0.86,0.02,0.49,0.02,0.24,-0.06,0.6,0.05,1.37,0.5
50,50,2018-03-01,-0.2,0.56,0.01,0.13,-0.33,-0.27,-0.06,-0.69,0.58,0.08,-0.17,-0.38,0.14,0.09,0.43,0.17,0.23,0.09,-0.44,0.0,0.83,0.02,-0.08,1.59,-0.3,-0.22,0.3,-1.81,2.46,0.34,0.0,-0.05,-0.19,-0.06,0.1,-0.12,0.07,0.17,-0.02,-0.11,1.6,-0.08,-0.18,-0.25,0.2,-0.26,-1.95,-0.02,0.38,0.03,-0.76,0.13,-0.05,1.12,-0.09,0.29,0.0,-0.1,0.0,0.19,0.23,-0.09,-0.09,-0.72,0.37,0.0,0.43,0.14,0.19,-0.09,0.55,-0.29,-0.13,0.0,-0.05,-0.2,-0.31,-0.02,0.68,0.07,2.17,0.35
51,51,2018-04-01,1.88,0.1,0.4,0.2,0.17,0.35,-0.14,0.09,0.0,-0.01,-0.01,-0.15,0.02,0.11,0.33,-0.64,0.22,-0.14,-0.87,0.38,-0.06,0.19,0.29,-0.18,0.54,0.02,0.35,0.92,0.06,0.73,-0.01,-0.09,0.5,0.18,0.38,0.35,0.34,0.15,0.83,0.53,0.28,0.07,-0.17,1.01,0.51,0.22,0.31,0.1,0.05,0.7,0.97,0.51,1.59,0.02,0.27,0.07,0.11,-0.04,-0.51,0.26,0.27,0.1,-0.09,-0.03,0.19,0.84,1.02,-0.1,0.38,0.02,-0.43,0.01,1.25,0.33,0.16,-0.05,0.82,0.0,-0.99,-1.03,0.08,0.17
52,52,2018-05-01,-0.33,-0.08,-0.19,-0.15,0.29,0.14,0.02,0.15,0.09,0.0,-0.06,0.2,-0.75,0.1,1.04,-0.17,-0.51,0.39,-0.62,0.0,0.29,-0.86,-0.91,0.38,-0.05,-0.11,0.26,0.79,2.34,0.02,0.23,0.16,0.29,1.19,0.15,0.12,-0.02,0.5,0.2,-0.02,-0.19,0.07,-1.13,-0.14,0.01,-0.03,-0.33,0.74,-0.71,-0.27,0.79,0.12,0.0,0.55,0.22,0.42,-0.29,-0.06,-0.73,-0.01,1.06,0.57,0.07,1.77,0.51,0.02,-0.06,0.22,-0.67,-0.22,-0.35,-0.17,-0.62,-0.18,0.11,0.05,0.48,-0.31,0.11,0.13,1.17,0.26
53,53,2018-06-01,-0.28,0.42,0.0,-0.13,-0.11,-0.22,0.0,0.03,-0.02,0.28,0.16,0.09,-0.34,-0.37,0.01,-0.84,0.11,0.47,-0.23,0.0,-0.11,-0.05,-0.05,0.02,-0.4,0.15,0.16,0.78,0.13,-0.05,0.01,0.02,0.92,-0.29,0.22,0.2,-0.69,0.03,0.37,0.12,0.81,0.02,-0.31,-0.57,0.79,-0.17,0.92,0.31,0.75,0.32,-0.31,0.55,0.47,0.49,-0.72,-0.13,0.14,0.08,-0.03,0.03,0.13,0.74,0.31,0.18,0.3,1.66,-0.4,-0.12,-0.36,-0.02,-0.58,-0.62,-0.17,0.53,-0.35,0.23,0.1,0.79,-1.25,-0.4,1.44,0.06
54,54,2018-07-01,0.0,0.64,0.13,0.04,0.51,0.02,-0.13,-0.02,0.0,-0.02,0.06,-0.01,-0.26,0.02,0.01,0.77,0.42,0.19,-0.02,0.0,0.53,-0.1,0.26,0.12,0.27,0.13,0.14,-1.52,0.02,-0.05,0.01,0.13,0.69,0.14,0.77,0.51,-0.2,0.02,0.72,-0.3,-0.58,-0.18,0.42,0.22,0.36,0.06,0.43,0.19,1.33,0.32,0.07,0.34,2.54,0.51,-0.27,0.22,0.15,0.67,0.59,-0.09,-0.4,2.24,-0.11,1.13,-0.18,0.99,-0.63,0.39,0.27,0.05,0.2,-0.19,1.38,-0.26,0.3,-0.07,0.41,-0.43,0.74,0.34,0.36,0.2
55,55,2018-08-01,1.32,-0.14,-0.03,0.58,-0.17,-0.07,-0.18,0.18,0.22,-0.08,0.93,-0.12,0.04,0.11,0.13,0.04,0.36,0.3,0.16,-0.46,-0.07,-0.09,0.01,0.08,0.79,-0.12,0.06,0.08,-0.37,1.06,0.16,-0.05,-0.86,-0.23,0.44,0.11,-0.45,0.05,-0.08,-0.03,-0.13,-0.13,-0.2,0.03,0.54,-0.34,-0.38,0.03,0.96,0.47,-0.04,0.02,0.91,0.0,0.21,-0.38,-0.79,-0.08,-0.12,-0.15,0.99,0.3,0.0,0.0,0.4,1.23,-0.02,0.07,-0.15,-0.07,0.36,0.33,-0.05,0.26,0.05,-0.19,-0.3,0.18,-0.07,-0.21,-0.39,0.08
56,56,2018-09-01,-0.13,-0.14,0.0,0.73,0.12,-0.03,-0.12,0.0,-0.26,-0.09,-0.74,-0.08,-0.89,0.17,0.39,0.63,0.03,-0.44,-0.6,-0.69,-0.06,0.12,-0.05,0.4,-0.42,0.15,0.01,-0.03,0.19,0.59,-0.03,-0.01,0.5,-0.37,0.01,-0.1,-0.36,0.02,-0.13,-0.37,-0.3,-0.15,-0.53,-1.79,-0.18,0.46,0.29,0.3,1.15,0.0,0.0,-0.2,0.29,0.33,0.46,-0.05,1.5,-0.66,-0.38,0.36,0.04,-0.1,-0.05,0.0,-0.03,-0.92,-0.45,0.08,-0.07,-0.19,0.34,-0.37,0.05,0.34,-0.25,-0.19,-0.56,-0.11,-0.46,0.38,-0.06,0.13
57,57,2018-10-01,-0.13,0.01,0.0,0.03,-0.22,0.42,-0.21,0.01,0.68,-0.1,-0.28,-1.83,-0.33,0.22,0.07,0.17,0.75,-0.24,0.15,0.36,0.95,0.58,0.09,0.14,0.03,0.12,-0.48,-0.13,0.0,0.3,0.0,-0.04,0.19,-0.58,0.4,0.58,-0.13,0.15,0.44,-0.72,-0.13,-0.09,0.07,1.04,0.05,0.27,0.04,-0.12,0.18,-0.48,0.25,3.57,0.02,-0.09,-0.07,0.08,0.0,-0.09,0.0,-0.14,-0.07,0.16,-0.52,-0.62,2.88,0.02,0.24,-0.11,-0.14,0.05,0.08,1.29,-0.05,0.08,-0.76,0.11,0.53,0.26,0.21,0.04,0.62,0.13
58,58,2018-11-01,-0.41,-0.01,0.0,0.35,-0.5,-0.51,0.02,-0.09,0.21,-0.11,0.28,-0.11,0.58,-0.17,-0.61,-0.19,-0.9,-0.33,-0.19,0.0,-0.4,0.1,0.04,0.0,1.2,0.43,0.05,-1.09,0.18,0.29,-0.02,-0.16,-0.62,0.49,1.55,-0.1,-0.26,-0.06,-0.43,-0.16,-0.13,0.25,-0.58,0.36,0.13,-0.15,0.26,-0.05,1.4,0.33,0.69,0.32,-0.08,-0.19,-0.05,-0.11,-0.24,0.05,-0.09,0.11,-0.56,-0.45,0.56,-0.37,1.38,-0.08,-0.03,0.02,-0.59,0.01,-0.01,0.15,0.16,-0.3,0.21,0.12,-0.11,1.02,-1.1,-0.08,-0.09,0.03
59,59,2018-12-01,-0.01,0.79,0.04,0.08,-0.27,-0.21,0.08,0.47,0.06,0.02,0.03,-0.1,0.28,0.05,0.17,-0.25,-0.23,-0.03,-1.23,0.0,0.38,0.23,-0.05,1.4,1.31,0.19,0.32,0.77,2.01,-0.22,0.0,0.0,0.04,-0.09,-0.06,-0.03,-0.17,-0.16,0.1,0.49,0.12,0.03,0.67,-0.49,0.23,0.12,0.98,0.27,0.31,-0.99,-0.15,0.2,-0.17,-0.03,-0.01,-0.14,-0.19,-1.84,-0.07,0.07,0.35,0.25,0.34,-1.05,0.52,0.22,0.19,0.1,-0.22,0.68,-0.13,0.22,-0.12,0.41,0.06,-0.28,0.13,0.13,-0.1,-0.33,0.19,0.48
60,60,2019-01-01,0.03,-0.2,0.09,0.1,0.08,-0.36,1.62,0.25,0.22,-0.06,0.01,0.06,-0.28,0.45,0.69,0.33,0.26,0.14,-0.01,0.0,-0.06,-0.07,0.17,1.26,-0.03,0.01,0.2,0.57,0.52,0.14,0.01,0.22,0.01,0.12,-0.7,-0.07,0.32,0.35,-0.14,-0.12,-0.02,-0.08,0.55,0.25,0.12,-0.05,0.71,0.49,0.37,0.03,2.59,0.02,1.07,-0.74,-0.39,0.21,0.93,-0.08,1.96,0.1,0.6,0.22,0.18,0.29,-0.18,1.29,-2.67,-0.21,0.15,1.02,0.76,0.0,0.22,-0.11,0.07,0.19,0.47,2.47,0.2,2.64,0.26,0.46
61,61,2019-02-01,0.0,-0.22,0.38,0.2,0.0,-0.02,-0.12,0.02,0.14,-0.07,-0.21,0.61,0.29,0.4,0.79,0.73,0.22,0.27,0.1,0.0,0.12,0.11,-0.14,-0.12,0.24,0.04,0.11,0.89,0.04,0.52,0.06,0.17,0.54,0.66,-0.24,0.29,0.55,0.65,-1.38,0.05,0.09,0.37,0.02,0.24,0.08,0.12,-0.02,0.14,-0.25,-0.53,0.04,-0.01,0.08,-1.49,-0.34,0.93,0.02,0.99,-0.16,0.25,0.45,0.35,0.08,0.42,0.12,0.38,0.81,0.13,0.19,0.12,0.29,0.03,1.18,-0.65,-0.09,-0.21,0.37,0.32,1.44,0.31,0.09,0.1
62,62,2019-03-01,0.04,0.11,0.98,0.06,1.36,0.1,0.23,0.59,0.86,0.15,0.29,0.15,0.28,-0.19,1.1,0.07,0.49,0.51,0.76,0.21,-0.44,0.51,-0.04,0.13,0.54,-0.03,0.14,0.94,0.35,0.62,0.0,0.08,0.99,0.84,0.95,0.22,0.77,0.71,0.84,1.37,1.01,0.16,0.43,0.54,0.31,0.68,1.12,0.02,0.92,2.55,-0.04,0.36,0.22,0.17,0.29,0.54,0.27,0.2,0.0,-0.02,0.1,-0.04,0.28,3.25,-0.06,1.14,0.11,0.31,1.02,0.0,-0.09,0.37,-0.2,0.16,0.02,0.37,0.34,-0.52,-0.55,-0.22,0.04,0.39
63,63,2019-04-01,0.2,0.2,0.01,0.24,0.58,0.23,0.72,0.02,0.26,-0.11,0.08,0.03,0.38,0.41,0.76,0.28,0.12,0.15,0.81,-0.14,2.2,0.09,0.47,0.24,0.04,-0.02,0.33,-0.04,0.21,-0.03,0.0,0.11,0.08,1.09,-0.1,0.87,0.25,0.91,0.35,0.7,0.73,0.15,-0.05,-0.15,0.44,0.42,-0.23,0.2,0.17,-0.11,-0.64,0.21,0.06,0.36,-0.02,0.39,0.16,0.01,0.66,0.27,0.09,-0.25,-0.06,0.78,0.58,1.04,-0.45,0.89,0.89,0.0,0.56,0.17,-0.11,0.27,-0.06,0.0,1.17,1.56,0.54,-0.05,-0.07,0.24
64,64,2019-05-01,0.44,1.51,0.72,0.66,1.58,0.59,0.29,1.42,1.77,0.54,0.6,0.2,1.27,1.6,0.18,1.37,1.73,2.11,0.6,0.07,0.86,1.04,1.01,0.46,2.05,0.24,0.26,0.37,2.55,1.46,0.38,0.39,1.86,0.8,0.67,0.17,1.95,0.76,0.56,1.38,1.51,0.62,0.57,1.23,0.76,0.75,0.43,0.49,0.04,0.56,1.2,-0.39,0.16,0.11,0.49,3.89,0.77,0.8,2.93,0.71,1.73,0.26,0.3,0.55,0.44,1.29,3.18,0.42,0.44,0.67,0.91,0.43,0.67,-0.13,2.05,0.0,0.19,-0.17,-1.59,0.01,-0.1,0.79
65,65,2019-06-01,0.03,0.24,0.18,0.22,0.66,0.5,2.3,1.12,0.21,5.99,0.06,0.34,0.26,0.46,0.93,0.15,0.15,1.3,1.49,0.76,0.2,-0.2,0.24,0.72,1.89,1.22,0.19,1.62,0.32,1.36,0.38,0.22,0.16,1.94,1.61,0.47,1.34,0.01,0.44,0.69,0.15,0.39,0.2,-0.06,-0.02,0.43,-0.37,0.01,0.38,0.21,0.06,0.55,0.02,0.45,0.74,-0.16,1.05,0.13,0.24,0.66,-0.34,0.67,0.14,0.53,-0.1,0.82,1.31,1.6,-0.26,1.23,0.25,0.32,0.36,0.01,3.52,0.42,0.17,0.23,0.89,0.28,-0.28,0.58
66,66,2019-07-01,-0.06,0.0,0.0,-0.01,-0.37,0.2,0.09,-0.28,-0.14,0.0,0.04,-0.01,-0.01,0.08,0.12,-0.14,-0.18,-0.02,0.06,1.39,0.83,0.55,-0.01,0.22,0.06,-0.19,0.05,-0.11,1.07,-0.32,0.0,0.25,-0.24,-0.13,0.33,0.29,1.0,0.06,0.32,0.01,0.16,-0.26,0.65,-0.12,-0.05,-0.15,0.06,-0.13,-0.03,0.77,-0.3,0.04,0.05,0.67,0.1,0.41,0.34,-0.3,-0.21,0.18,0.98,0.28,0.19,0.36,-0.05,0.5,0.46,0.26,1.33,0.32,0.29,-0.43,0.09,-0.02,0.28,0.04,0.11,-0.27,0.02,0.02,0.22,0.17
67,67,2019-08-01,-0.06,-0.03,-0.01,-0.16,0.21,-0.02,0.24,-0.15,-0.2,0.0,0.19,-0.03,-0.33,0.35,-0.02,-0.01,0.33,0.11,-0.35,0.01,0.14,0.05,0.15,0.1,0.33,0.33,-0.05,-0.25,0.25,-0.03,0.26,0.1,0.3,0.21,0.69,-0.66,-1.23,-0.52,0.05,-0.03,-0.15,0.02,-0.1,-0.2,-0.05,-0.19,0.03,0.18,0.26,0.41,0.2,0.13,0.04,0.07,-0.01,-0.35,-0.28,0.17,-0.44,0.13,1.22,0.7,0.13,1.31,-0.22,0.11,-0.03,-0.06,-0.63,-0.24,0.1,0.03,-0.23,-0.09,0.03,0.51,1.05,0.36,0.42,0.04,0.25,0.06
68,68,2019-09-01,0.06,0.38,-0.04,0.1,0.06,0.0,-0.36,0.67,0.06,0.0,0.2,0.28,0.02,0.09,-0.73,0.33,0.36,0.19,0.41,0.29,-0.04,0.16,-0.01,0.35,0.46,0.07,-0.01,-0.41,-0.25,0.38,0.06,0.03,0.06,0.0,0.38,-0.25,0.66,0.83,-0.67,-0.66,0.06,0.19,0.02,0.08,0.19,0.22,0.37,0.02,0.31,0.04,0.66,0.07,0.13,0.35,0.26,0.34,0.14,-0.09,-0.12,-0.14,-0.01,0.21,-0.11,0.5,0.69,0.04,0.69,0.12,0.7,0.0,0.75,-0.17,-0.15,0.13,1.37,0.0,1.35,-0.14,0.51,-0.1,0.01,0.17
